code_releve;genre;espece;recouvrement;Observations
BS4_1;Pinus ;halepensis;+;
BS4_1;Poa;sp1;2;
BS4_1;Poa ;sp2;2;
BS4_1;Quercus;ilex;r;
BS4_1;Quercus;sp;r;
BS4_1;Rubia ;peregrina;i;
BS4_1;Ruscus ;aculeatus;2;
BS4_1;Smilax;aspera;2;
BS4_1;Viburnum ;tinus;2;
BS4_2;Asparagus ;acutifolius;2;
BS4_2;Clematis;flammula;2;
BS4_2;Pistacia;lentiscus;3;
BS4_2;Poa;sp2;+;
BS4_2;Poa ;sp1;r;
BS4_2;Poa ;sp3;+;
BS4_2;Quercus;ilex;4;
BS4_2;Ruscus ;aculeatus;2;
BS4_2;Smilax ;aspera;2;
BS4_2;Viburnum ;tinus;3;
BS4_3;Asparagus ;acutifolius;2;
BS4_3;Clematis;flammula;2;
BS4_3;Geranium;sp;1;
BS4_3;Himantoglossum ;robertianum;r;
BS4_3;Poa;sp1;2;
BS4_3;Poa;sp2;2;
BS4_3;Poa ;sp4;1;
BS4_3;Quercus;coccifera;r;
BS4_3;Quercus;ilex;3;
BS4_3;Rubia ;peregrina;r;
BS4_3;Smilax ;aspera;+;
BS4_3;Viburnum ;tinus;2;
BS6_1;Asparagus;acutifolius;r;
BS6_1;Brachypodium;sp;+;
BS6_1;Carex;halleriana;+;
BS6_1;Geranium;purpureum;r;
BS6_1;Osyris ;alba;1;
BS6_1;Pistacia;terebinthus;i;
BS6_1;Quercus;coccifera;3;
BS6_1;Ruscus;asculeatus;1;
BS6_1;Smilax;sp;1;
BS6_1;Teucrium ;chamaedrys;+;
BS6_1;Viburnum;tinus;1;
BS6_2;Asparagus;acutifolius;1;
BS6_2;Bituminaria;bituminosa;r;
BS6_2;Brachypodium;retusum;2;
BS6_2;Carex;halleriana;r;
BS6_2;Crepis;pulchra;i;
BS6_2;Crepis;sp;i;
BS6_2;Geranium;purpureum;+;
BS6_2;Juniperus;communis;i;
BS6_2;Osyris ;alba;1;
BS6_2;Phillyrea;latifolia;r;
BS6_2;Pistacia;lentiscus;i;
BS6_2;Quercus;coccifera;+;
BS6_2;Ruscus;asculeatus;+;
BS6_2;Smilax;bona-nox;r;
BS6_2;Viburnum;tinus;2;
BS6_3;Asparagus;acutifolius;2;
BS6_3;Brachypodium;retusum;r;
BS6_3;Carex;halleriana;+;
BS6_3;Cistus;monspeliensis;i;
BS6_3;Geranium;purpureum;r;
BS6_3;Osyris ;alba;r;
BS6_3;Phillyrea;latifolia;r;
BS6_3;Quercus;coccifera;+;
BS6_3;Rubia;peregrina;r;
BS6_3;Silene;italica;r;
BS6_3;Smilax;bona-nox;r;
BS6_3;Viburnum;tinus;3;
BS7_1;Asparagus ;acutifolius;+;
BS7_1;Phillyrea;latifolia;4;
BS7_1;Pistacia;terebinthus;i;
BS7_1;Quercus;ilex;3;
BS7_1;Rubia;tinctorum;1;
BS7_1;Ruscus;aculeatus;1;
BS7_1;Silene;italica;1;
BS7_1;Smilax;aspera;2;
BS7_2;Arbutus;unedo;2;
BS7_2;Asparagus ;acutifolius;1;
BS7_2;Crepis;pulchra;1;
BS7_2;Geranium;robertianum;r;
BS7_2;Osyris ;alba;2;
BS7_2;Quercus;ilex;1;
BS7_2;Quercus;ilex;4;
BS7_2;Ruscus;aculeatus;1;
BS7_2;Smilax;aspera;2;
BS7_2;Torilis;japonica;r;
BS7_2;Tyrimnus ;leucographus;r;
BS7_3;Asparagus;acutifolius;r;
BS7_3;Crepis;pulchra;i;
BS7_3;Osyris;alba;r;
BS7_3;Quercus;ilex;2;
BS7_3;Quercus;ilex;4;
BS7_3;Rubia;tinctorum;r;
BS7_3;Ruscus;aculeatus;r;
BS7_3;Smilax;aspera;r;
BS7_3;Viburnum;tinus;1;
